,plate,fragment,location
1666,82,27,/specific/hadar1/filesD/P82-Fg027-R-C01-R01-D09102013-T093426-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1667,7,5,/specific/hadar1/filesC/P7-Fg005-R-C01-R01-D28032016-T133041-LR445 _PSC.jpg
1668,74,24,/specific/hadar1/filesC/P74-Fg024-R-C01-R01-D06082015-T144705-LR445 _PSC.jpg
1669,90,45,/specific/hadar1/filesD/P90-Fg045-R-C01-R01-D27042015-T111958-LR445 _PSC.jpg
1670,95,39,/specific/hadar1/filesD/P95-Fg039-R-C01-R01-D06072015-T110242-LR445 _PSC.jpg
1671,93,2,/specific/hadar1/filesD/P93-Fg002-R-C01-R01-D26052015-T113401-LR445 _PSC.jpg
1672,7,57,/specific/hadar1/filesC/P7-Fg057-R-C01-R01-D30032016-T122119-LR445 _PSC.jpg
1673,94,61,/specific/hadar1/filesD/P94-Fg061-R-C01-R01-D11062015-T153924-LR445 _PSC.jpg
1674,91,30,/specific/hadar1/filesD/P91-Fg030-R-C01-R01-D29032015-T140749-LR445 _PSC.jpg
1675,75,14,/specific/hadar1/filesC/P75-Fg014-R-C01-R01-D29072014-T141703-LR445 _PSC.jpg
1676,91,19,/specific/hadar1/filesD/P91-Fg019-R-C01-R01-D29032015-T115624-LR445 _PSC.jpg
1677,93,19,/specific/hadar1/filesD/P93-Fg019-R-C01-R01-D26052015-T144601-LR445 _PSC.jpg
1678,93,24,/specific/hadar1/filesD/P93-Fg024-R-C01-R01-D26052015-T152349-LR445 _PSC.jpg
1679,71,38,/specific/hadar1/filesC/P71-Fg038-R-C01-R01-D09092015-T151509-LR445 _PSC.jpg
1680,7,23,/specific/hadar1/filesC/P7-Fg023-R-C01-R01-D29032016-T103720-LR445 _PSC.jpg
1681,90,11,/specific/hadar1/filesD/P90-Fg011-R-C01-R01-D26042015-T124519-LR445 _PSC.jpg
1682,68,16,/specific/hadar1/filesC/P68-Fg016-R-C01-R01-D06102015-T145655-LR445 _PSC.jpg
1683,82,20,/specific/hadar1/filesD/P82-Fg020-R-C01-R01-D07102013-T153013-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1684,71,15,/specific/hadar1/filesC/P71-Fg015-R-C01-R01-D09092015-T101656-LR445 _PSC.jpg
1685,76,56,/specific/hadar1/filesD/P76-Fg056-R-C01-R01-D06082014-T105110-LR445 _PSC.jpg
1686,96,5,/specific/hadar1/filesD/P96-Fg005-R-C01-R01-D10082015-T133624-LR445 _PSC.jpg
1687,96,4,/specific/hadar1/filesD/P96-Fg004-R-C01-R01-D10082015-T132911-LR445 _PSC.jpg
1688,68,3,/specific/hadar1/filesC/P68-Fg003-R-C01-R01-D06102015-T124102-LR445 _PSC.jpg
1689,82,50,/specific/hadar1/filesD/P82-Fg050-R-C01-R01-D09102013-T141802-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1690,8,21,/specific/hadar1/filesD/P8-Fg021-R-C01-R01-D22062015-T141053-LR445 _PSC.jpg
1691,73,2,/specific/hadar1/filesC/P73-Fg002-R-C01-R01-D20082015-T090600-LR445 _PSC.jpg
1692,7,88,/specific/hadar1/filesC/P7-Fg088-R-C01-R01-D03042016-T121131-LR445 _PSC.jpg
1693,93,75,/specific/hadar1/filesD/P93-Fg075-R-C01-R01-D28052015-T105117-LR445 _PSC.jpg
1694,72,22,/specific/hadar1/filesC/P72-Fg022-R-C01-R01-D30082015-T131159-LR445 _PSC.jpg
1695,92,2,/specific/hadar1/filesD/P92-Fg002-R-C01-R01-D06052015-T134707-LR445 _PSC.jpg
1696,73,45,/specific/hadar1/filesC/P73-Fg045-R-C01-R01-D23082015-T094706-LR445 _PSC.jpg
1697,72,6,/specific/hadar1/filesC/P72-Fg006-R-C01-R01-D30082015-T101753-LR445 _PSC.jpg
1698,94,80,/specific/hadar1/filesD/P94-Fg080-R-C01-R01-D14062015-T142644-LR445 _PSC.jpg
1699,75,65,/specific/hadar1/filesD/P75-Fg065-R-C01-R01-D30072014-T153636-LR445 _PSC.jpg
1700,75,2,/specific/hadar1/filesC/P75-Fg002-R-C01-R01-D29072014-T123845-LR445 _PSC.jpg
1701,71,33,/specific/hadar1/filesC/P71-Fg033-R-C01-R01-D09092015-T140732-LR445 _PSC.jpg
1702,8,58,/specific/hadar1/filesD/P8-Fg058-R-C01-R01-D28062015-T132818-LR445 _PSC.jpg
1703,7,10,/specific/hadar1/filesC/P7-Fg010-R-C01-R01-D28032016-T141505-LR445 _PSC.jpg
1704,76,46,/specific/hadar1/filesD/P76-Fg046-R-C01-R01-D06082014-T093112-LR445 _PSC.jpg
1705,79,52,/specific/hadar1/filesD/P79-Fg052-R-C01-R01-D24072014-T125443-LR445 _PSC.jpg
1706,70,71,/specific/hadar1/filesC/P70-Fg071-R-C01-R01-D11092016-T131952-LR445 _PSC.jpg
1707,70,17,/specific/hadar1/filesC/P70-Fg017-R-C01-R01-D06092016-T152803-LR445 _PSC.jpg
1708,96,68,/specific/hadar1/filesD/P96-Fg068-R-C01-R01-D12082015-T125640-LR445 _PSC.jpg
1709,76,28,/specific/hadar1/filesD/P76-Fg028-R-C01-R01-D05082014-T140449-LR445 _PSC.jpg
1710,90,46,/specific/hadar1/filesD/P90-Fg046-R-C01-R01-D27042015-T125024-LR445 _PSC.jpg
1711,74,49,/specific/hadar1/filesC/P74-Fg049-R-C01-R01-D09082015-T122629-LR445 _PSC.jpg
1712,7,95,/specific/hadar1/filesC/P7-Fg095-R-C01-R01-D03042016-T131814-LR445 _PSC.jpg
1713,73,32,/specific/hadar1/filesC/P73-Fg032-R-C01-R01-D20082015-T140043-LR445 _PSC.jpg
1714,95,24,/specific/hadar1/filesD/P95-Fg024-R-C01-R01-D05072015-T151816-LR445 _PSC.jpg
1715,68,62,/specific/hadar1/filesC/P68-Fg062-R-C01-R01-D08102015-T102106-LR445 _PSC.jpg
1716,7,71,/specific/hadar1/filesC/P7-Fg071-R-C01-R01-D30032016-T151643-LR445 _PSC.jpg
1717,82,65,/specific/hadar1/filesD/P82-Fg065-R-C01-R01-D13102013-T125322-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1718,7,39,/specific/hadar1/filesC/P7-Fg039-R-C01-R01-D29032016-T135647-LR445 _PSC.jpg
1719,8,43,/specific/hadar1/filesD/P8-Fg043-R-C01-R01-D23062015-T152505-LR445 _PSC.jpg
1720,93,72,/specific/hadar1/filesD/P93-Fg072-R-C01-R01-D28052015-T102550-LR445 _PSC.jpg
1721,79,8,/specific/hadar1/filesD/P79-Fg008-R-C01-R01-D23072014-T131443-LR445 _PSC.jpg
1722,82,18,/specific/hadar1/filesD/P82-Fg018-R-C01-R01-D07102013-T122138-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1723,43,20,/specific/hadar1/filesC/P43-Fg020-R-C01-R01-D30112015-T153824-LR445 _PSC.jpg
1724,915,12,/specific/hadar1/filesD/P915-Fg012-R-C01-R01-D15102015-T092018-LR445 _PSC.jpg
1725,95,20,/specific/hadar1/filesD/P95-Fg020-R-C01-R01-D05072015-T142107-LR445 _PSC.jpg
1726,581,9,/specific/hadar1/filesC/P581-Fg009-R-C01-R01-D06022014-T131550-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1727,95,91,/specific/hadar1/filesD/P95-Fg091-R-C01-R01-D08072015-T093702-LR445 _PSC.jpg
1728,90,38,/specific/hadar1/filesD/P90-Fg038-R-C01-R01-D27042015-T101532-LR445 _PSC.jpg
1729,91,17,/specific/hadar1/filesD/P91-Fg017-R-C01-R01-D29032015-T114113-LR445 _PSC.jpg
1730,70,56,/specific/hadar1/filesC/P70-Fg056-R-C01-R01-D08092016-T134947-LR445 _PSC.jpg
1731,7,107,/specific/hadar1/filesC/P7-Fg107-R-C01-R01-D03042016-T154551-LR445 _PSC.jpg
1732,78,35,/specific/hadar1/filesD/P78-Fg035-R-C01-R01-D20072014-T110208-LR445 _PSC.jpg
1733,91,6,/specific/hadar1/filesD/P91-Fg006-R-C01-R01-D29032015-T101811-LR445 _PSC.jpg
1734,7,13,/specific/hadar1/filesC/P7-Fg013-R-C01-R01-D28032016-T144056-LR445 _PSC.jpg
1735,95,100,/specific/hadar1/filesD/P95-Fg100-R-C01-R01-D08072015-T114820-LR445 _PSC.jpg
1736,74,34,/specific/hadar1/filesC/P74-Fg034-R-C01-R01-D09082015-T094231-LR445 _PSC.jpg
1737,93,30,/specific/hadar1/filesD/P93-Fg030-R-C01-R01-D27052015-T094410-LR445 _PSC.jpg
1738,7,90,/specific/hadar1/filesC/P7-Fg090-R-C01-R01-D03042016-T123004-LR445 _PSC.jpg
1739,70,62,/specific/hadar1/filesC/P70-Fg062-R-C01-R01-D11092016-T104008-LR445 _PSC.jpg
1740,69,46,/specific/hadar1/filesC/P69-Fg046-R-C02-R01-D27122015-T094924-LR445 _PSC.jpg
1741,73,9,/specific/hadar1/filesC/P73-Fg009-R-C01-R01-D20082015-T100737-LR445 _PSC.jpg
1742,79,2,/specific/hadar1/filesD/P79-Fg002-R-C01-R01-D23072014-T122233-LR445 _PSC.jpg
1743,68,48,/specific/hadar1/filesC/P68-Fg048-R-C01-R01-D07102015-T144531-LR445 _PSC.jpg
1744,8,63,/specific/hadar1/filesD/P8-Fg063-R-C01-R01-D28062015-T140916-LR445 _PSC.jpg
1745,68,54,/specific/hadar1/filesC/P68-Fg054-R-C01-R01-D08102015-T083317-LR445 _PSC.jpg
1746,78,45,/specific/hadar1/filesD/P78-Fg045-R-C01-R01-D20072014-T125750-LR445 _PSC.jpg
1747,68,35,/specific/hadar1/filesC/P68-Fg035-R-C01-R01-D07102015-T121542-LR445 _PSC.jpg
1748,69,60,/specific/hadar1/filesC/P69-Fg060-R-C02-R01-D27122015-T150208-LR445 _PSC.jpg
1749,43,13,/specific/hadar1/filesC/P43-Fg013-R-C01-R01-D30112015-T144045-LR445 _PSC.jpg
1750,82,15,/specific/hadar1/filesD/P82-Fg015-R-C01-R01-D07102013-T115138-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1751,78,7,/specific/hadar1/filesD/P78-Fg007-R-C01-R01-D17072014-T103318-LR445 _PSC.jpg
1752,96,45,/specific/hadar1/filesD/P96-Fg045-R-C01-R01-D12082015-T092432-LR445 _PSC.jpg
1753,75,48,/specific/hadar1/filesC/P75-Fg048-R-C01-R01-D30072014-T125038-LR445 _PSC.jpg
1754,72,18,/specific/hadar1/filesC/P72-Fg018-R-C01-R01-D30082015-T123449-LR445 _PSC.jpg
1755,70,14,/specific/hadar1/filesC/P70-Fg014-R-C01-R01-D06092016-T150431-LR445 _PSC.jpg
1756,96,76,/specific/hadar1/filesD/P96-Fg076-R-C01-R01-D12082015-T144409-LR445 _PSC.jpg
1757,96,87,/specific/hadar1/filesD/P96-Fg087-R-C01-R01-D13082015-T102147-LR445 _PSC.jpg
1758,68,73,/specific/hadar1/filesC/P68-Fg073-R-C01-R01-D08102015-T131848-LR445 _PSC.jpg
1759,74,28,/specific/hadar1/filesC/P74-Fg028-R-C01-R01-D09082015-T085143-LR445 _PSC.jpg
1760,96,85,/specific/hadar1/filesD/P96-Fg085-R-C01-R01-D13082015-T100605-LR445 _PSC.jpg
1761,95,78,/specific/hadar1/filesD/P95-Fg078-R-C01-R01-D07072015-T134217-LR445 _PSC.jpg
1762,91,72,/specific/hadar1/filesD/P91-Fg072-R-C01-R01-D31032015-T105307-LR445 _PSC.jpg
1763,915,7,/specific/hadar1/filesD/P915-Fg007-R-C01-R01-D14102015-T154245-LR445 _PSC.jpg
1764,7,101,/specific/hadar1/filesC/P7-Fg101-R-C01-R01-D03042016-T144623-LR445 _PSC.jpg
1765,68,70,/specific/hadar1/filesC/P68-Fg070-R-C01-R01-D08102015-T125548-LR445 _PSC.jpg
1766,96,42,/specific/hadar1/filesD/P96-Fg042-R-C01-R01-D12082015-T090141-LR445 _PSC.jpg
1767,78,19,/specific/hadar1/filesD/P78-Fg019-R-C01-R01-D17072014-T140029-LR445 _PSC.jpg
1768,75,29,/specific/hadar1/filesC/P75-Fg029-R-C01-R01-D30072014-T100452-LR445 _PSC.jpg
1769,73,17,/specific/hadar1/filesC/P73-Fg017-R-C01-R01-D20082015-T110827-LR445 _PSC.jpg
1770,71,22,/specific/hadar1/filesC/P71-Fg022-R-C01-R01-D09092015-T111157-LR445 _PSC.jpg
1771,7,93,/specific/hadar1/filesC/P7-Fg093-R-C01-R01-D03042016-T125813-LR445 _PSC.jpg
1772,69,11,/specific/hadar1/filesC/P69-Fg011-R-C01-R01-D23122015-T143524-LR445 _PSC.jpg
1773,90,76,/specific/hadar1/filesD/P90-Fg076-R-C01-R01-D28042015-T134438-LR445 _PSC.jpg
1774,73,28,/specific/hadar1/filesC/P73-Fg028-R-C01-R01-D20082015-T131802-LR445 _PSC.jpg
1775,93,13,/specific/hadar1/filesD/P93-Fg013-R-C01-R01-D26052015-T135626-LR445 _PSC.jpg
1776,79,10,/specific/hadar1/filesD/P79-Fg010-R-C01-R01-D23072014-T133130-LR445 _PSC.jpg
1777,915,6,/specific/hadar1/filesD/P915-Fg006-R-C01-R01-D14102015-T153333-LR445 _PSC.jpg
1778,70,58,/specific/hadar1/filesC/P70-Fg058-R-C01-R01-D08092016-T141729-LR445 _PSC.jpg
1779,82,68,/specific/hadar1/filesD/P82-Fg068-R-C01-R01-D13102013-T132131-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1780,68,28,/specific/hadar1/filesC/P68-Fg028-R-C01-R01-D07102015-T112314-LR445 _PSC.jpg
1781,95,116,/specific/hadar1/filesD/P95-Fg116-R-C01-R01-D12072015-T094310-LR445 _PSC.jpg
1782,73,44,/specific/hadar1/filesC/P73-Fg044-R-C01-R01-D23082015-T093813-LR445 _PSC.jpg
1783,72,33,/specific/hadar1/filesC/P72-Fg033-R-C01-R01-D30082015-T144055-LR445 _PSC.jpg
1784,78,49,/specific/hadar1/filesD/P78-Fg049-R-C01-R01-D20072014-T132808-LR445 _PSC.jpg
1785,78,53,/specific/hadar1/filesD/P78-Fg053-R-C01-R01-D20072014-T142036-LR445 _PSC.jpg
1786,79,5,/specific/hadar1/filesD/P79-Fg005-R-C01-R01-D23072014-T124637-LR445 _PSC.jpg
1787,78,46,/specific/hadar1/filesD/P78-Fg046-R-C01-R01-D20072014-T130614-LR445 _PSC.jpg
1788,71,39,/specific/hadar1/filesC/P71-Fg039-R-C01-R01-D09092015-T152313-LR445 _PSC.jpg
1789,94,15,/specific/hadar1/filesD/P94-Fg015-R-C01-R01-D10062015-T122012-LR445 _PSC.jpg
1790,74,9,/specific/hadar1/filesC/P74-Fg009-R-C01-R01-D06082015-T110245-LR445 _PSC.jpg
