,plate,fragment,location
478,76,34,/specific/hadar1/filesD/P76-Fg034-R-C01-R01-D05082014-T145759-LR445 _PSC.jpg
479,915,8,/specific/hadar1/filesD/P915-Fg008-R-C01-R01-D14102015-T155116-LR445 _PSC.jpg
480,8,16,/specific/hadar1/filesD/P8-Fg016-R-C01-R01-D22062015-T125356-LR445 _PSC.jpg
481,90,85,/specific/hadar1/filesD/P90-Fg085-R-C01-R01-D29042015-T101541-LR445 _PSC.jpg
482,43,79,/specific/hadar1/filesC/P43-Fg079-R-C01-R01-D06122015-T132946-LR445 _PSC.jpg
483,95,62,/specific/hadar1/filesD/P95-Fg062-R-C01-R01-D07072015-T104523-LR445 _PSC.jpg
484,8,90,/specific/hadar1/filesD/P8-Fg090-R-C01-R01-D29062015-T134645-LR445 _PSC.jpg
485,7,62,/specific/hadar1/filesC/P7-Fg062-R-C01-R01-D30032016-T130543-LR445 _PSC.jpg
486,91,43,/specific/hadar1/filesD/P91-Fg043-R-C01-R01-D30032015-T130358-LR445 _PSC.jpg
487,78,6,/specific/hadar1/filesD/P78-Fg006-R-C01-R01-D17072014-T102359-LR445 _PSC.jpg
488,82,28,/specific/hadar1/filesD/P82-Fg028-R-C01-R01-D09102013-T094444-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
489,581,3,/specific/hadar1/filesC/P581-Fg003-R-C01-R01-D06022014-T115658-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
490,76,44,/specific/hadar1/filesD/P76-Fg044-R-C01-R01-D06082014-T091219-LR445 _PSC.jpg
491,76,26,/specific/hadar1/filesD/P76-Fg026-R-C01-R01-D05082014-T135017-LR445 _PSC.jpg
492,94,1,/specific/hadar1/filesD/P94-Fg001-R-C01-R01-D10062015-T100117-LR445 _PSC.jpg
493,82,46,/specific/hadar1/filesD/P82-Fg046-R-C01-R01-D09102013-T133737-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
494,615,9,/specific/hadar1/filesC/P615-Fg009-R-C01-R01-D26112013-T111830-LR445 _ColorCalData_IAA_Left_CC110304_110702.jpg
495,95,107,/specific/hadar1/filesD/P95-Fg107-R-C01-R01-D08072015-T131350-LR445 _PSC.jpg
496,69,1,/specific/hadar1/filesC/P69-Fg001-R-C01-R01-D23122015-T131237-LR445 _PSC.jpg
497,79,66,/specific/hadar1/filesD/P79-Fg066-R-C01-R01-D24072014-T143807-LR445 _PSC.jpg
498,82,64,/specific/hadar1/filesD/P82-Fg064-R-C01-R01-D13102013-T124240-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
499,72,17,/specific/hadar1/filesC/P72-Fg017-R-C01-R01-D30082015-T122729-LR445 _PSC.jpg
500,7,110,/specific/hadar1/filesC/P7-Fg110-R-C01-R01-D04042016-T093437-LR445 _PSC.jpg
501,75,56,/specific/hadar1/filesC/P75-Fg056-R-C01-R01-D30072014-T135820-LR445 _PSC.jpg
502,8,39,/specific/hadar1/filesD/P8-Fg039-R-C01-R01-D23062015-T144603-LR445 _PSC.jpg
503,43,73,/specific/hadar1/filesC/P43-Fg073-R-C01-R01-D06122015-T114458-LR445 _PSC.jpg
504,78,47,/specific/hadar1/filesD/P78-Fg047-R-C01-R01-D20072014-T131340-LR445 _PSC.jpg
505,96,46,/specific/hadar1/filesD/P96-Fg046-R-C01-R01-D12082015-T093157-LR445 _PSC.jpg
506,72,39,/specific/hadar1/filesC/P72-Fg039-R-C01-R01-D31082015-T093855-LR445 _PSC.jpg
507,90,75,/specific/hadar1/filesD/P90-Fg075-R-C01-R01-D28042015-T133702-LR445 _PSC.jpg
508,95,36,/specific/hadar1/filesD/P95-Fg036-R-C01-R01-D06072015-T102913-LR445 _PSC.jpg
509,82,44,/specific/hadar1/filesD/P82-Fg044-R-C01-R01-D09102013-T124311-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
510,94,87,/specific/hadar1/filesD/P94-Fg087-R-C01-R01-D14062015-T152339-LR445 _PSC.jpg
511,43,4,/specific/hadar1/filesC/P43-Fg004-R-C01-R01-D07122015-T112426-LR445 _PSC.jpg
512,93,43,/specific/hadar1/filesD/P93-Fg043-R-C01-R01-D27052015-T131502-LR445 _PSC.jpg
513,75,30,/specific/hadar1/filesC/P75-Fg030-R-C01-R01-D30072014-T101209-LR445 _PSC.jpg
514,43,90,/specific/hadar1/filesC/P43-Fg090-R-C01-R01-D06122015-T145757-LR445 _PSC.jpg
515,79,15,/specific/hadar1/filesD/P79-Fg015-R-C01-R01-D23072014-T141241-LR445 _PSC.jpg
516,92,7,/specific/hadar1/filesD/P92-Fg007-R-C01-R01-D06052015-T144036-LR445 _PSC.jpg
517,43,19,/specific/hadar1/filesC/P43-Fg019-R-C01-R01-D07122015-T122857-LR445 _PSC.jpg
518,70,28,/specific/hadar1/filesC/P70-Fg028-R-C01-R01-D07092016-T140349-LR445 _PSC.jpg
519,96,67,/specific/hadar1/filesD/P96-Fg067-R-C01-R01-D12082015-T124904-LR445 _PSC.jpg
520,73,31,/specific/hadar1/filesC/P73-Fg031-R-C01-R01-D20082015-T135311-LR445 _PSC.jpg
521,72,20,/specific/hadar1/filesC/P72-Fg020-R-C01-R01-D30082015-T125538-LR445 _PSC.jpg
522,7,103,/specific/hadar1/filesC/P7-Fg103-R-C01-R01-D03042016-T150722-LR445 _PSC.jpg
523,90,39,/specific/hadar1/filesD/P90-Fg039-R-C01-R01-D27042015-T102244-LR445 _PSC.jpg
524,8,77,/specific/hadar1/filesD/P8-Fg077-R-C01-R01-D29062015-T111702-LR445 _PSC.jpg
525,72,27,/specific/hadar1/filesC/P72-Fg027-R-C01-R01-D30082015-T135122-LR445 _PSC.jpg
526,95,40,/specific/hadar1/filesD/P95-Fg040-R-C01-R01-D06072015-T111142-LR445 _PSC.jpg
527,96,54,/specific/hadar1/filesD/P96-Fg054-R-C01-R01-D12082015-T104343-LR445 _PSC.jpg
528,72,29,/specific/hadar1/filesC/P72-Fg029-R-C01-R01-D30082015-T140735-LR445 _PSC.jpg
529,94,10,/specific/hadar1/filesD/P94-Fg010-R-C01-R01-D10062015-T114233-LR445 _PSC.jpg
530,7,15,/specific/hadar1/filesC/P7-Fg015-R-C01-R01-D28032016-T153736-LR445 _PSC.jpg
531,96,53,/specific/hadar1/filesD/P96-Fg053-R-C01-R01-D12082015-T103324-LR445 _PSC.jpg
532,69,30,/specific/hadar1/filesC/P69-Fg030-R-C01-R01-D24122015-T111642-LR445 _PSC.jpg
533,76,9,/specific/hadar1/filesD/P76-Fg009-R-C01-R01-D05082014-T105029-LR445 _PSC.jpg
534,82,3,/specific/hadar1/filesD/P82-Fg003-R-C01-R01-D07102013-T094437-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
535,68,37,/specific/hadar1/filesC/P68-Fg037-R-C01-R01-D07102015-T123058-LR445 _PSC.jpg
536,92,36,/specific/hadar1/filesD/P92-Fg036-R-C01-R01-D07052015-T154840-LR445 _PSC.jpg
537,70,55,/specific/hadar1/filesC/P70-Fg055-R-C01-R01-D08092016-T134056-LR445 _PSC.jpg
538,581,12,/specific/hadar1/filesC/P581-Fg012-R-C01-R01-D06022014-T134041-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
539,71,5,/specific/hadar1/filesC/P71-Fg005-R-C01-R01-D08092015-T141928-LR445 _PSC.jpg
540,7,2,/specific/hadar1/filesC/P7-Fg002-R-C01-R01-D28032016-T130335-LR445 _PSC.jpg
541,91,3,/specific/hadar1/filesD/P91-Fg003-R-C01-R01-D29032015-T095415-LR445 _PSC.jpg
542,74,13,/specific/hadar1/filesC/P74-Fg013-R-C01-R01-D06082015-T123404-LR445 _PSC.jpg
543,43,29,/specific/hadar1/filesC/P43-Fg029-R-C01-R01-D01122015-T115534-LR445 _PSC.jpg
544,7,77,/specific/hadar1/filesC/P7-Fg077-R-C01-R01-D03042016-T094742-LR445 _PSC.jpg
545,7,34,/specific/hadar1/filesC/P7-Fg034-R-C01-R01-D29032016-T130631-LR445 _PSC.jpg
546,71,37,/specific/hadar1/filesC/P71-Fg037-R-C01-R01-D09092015-T150748-LR445 _PSC.jpg
547,78,39,/specific/hadar1/filesD/P78-Fg039-R-C01-R01-D20072014-T113746-LR445 _PSC.jpg
548,94,26,/specific/hadar1/filesD/P94-Fg026-R-C01-R01-D11062015-T085734-LR445 _PSC.jpg
549,82,33,/specific/hadar1/filesD/P82-Fg033-R-C01-R01-D09102013-T104729-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
550,73,49,/specific/hadar1/filesC/P73-Fg049-R-C01-R01-D23082015-T102220-LR445 _PSC.jpg
551,76,42,/specific/hadar1/filesD/P76-Fg042-R-C01-R01-D06082014-T085736-LR445 _PSC.jpg
552,96,64,/specific/hadar1/filesD/P96-Fg064-R-C01-R01-D12082015-T121414-LR445 _PSC.jpg
553,68,43,/specific/hadar1/filesC/P68-Fg043-R-C01-R01-D07102015-T140003-LR445 _PSC.jpg
554,95,9,/specific/hadar1/filesD/P95-Fg009-R-C01-R01-D05072015-T115804-LR445 _PSC.jpg
555,43,46,/specific/hadar1/filesC/P43-Fg046-R-C01-R01-D01122015-T170005-LR445 _PSC.jpg
556,7,27,/specific/hadar1/filesC/P7-Fg027-R-C01-R01-D29032016-T111620-LR445 _PSC.jpg
557,78,29,/specific/hadar1/filesD/P78-Fg029-R-C01-R01-D20072014-T094404-LR445 _PSC.jpg
558,69,23,/specific/hadar1/filesC/P69-Fg023-R-C01-R01-D24122015-T101755-LR445 _PSC.jpg
559,79,39,/specific/hadar1/filesD/P79-Fg039-R-C01-R01-D24072014-T104156-LR445 _PSC.jpg
560,581,1,/specific/hadar1/filesC/P581-Fg001-R-C01-R01-D06022014-T113820-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
561,82,24,/specific/hadar1/filesD/P82-Fg024-R-C01-R01-D09102013-T090248-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
562,70,3,/specific/hadar1/filesC/P70-Fg003-R-C01-R01-D06092016-T131444-LR445 _PSC.jpg
563,614,20,/specific/hadar1/filesC/P614-Fg020-R-C01-R01-D20012013-T133356-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
564,95,21,/specific/hadar1/filesD/P95-Fg021-R-C01-R01-D05072015-T143159-LR445 _PSC.jpg
565,94,5,/specific/hadar1/filesD/P94-Fg005-R-C01-R01-D10062015-T110453-LR445 _PSC.jpg
566,96,61,/specific/hadar1/filesD/P96-Fg061-R-C01-R01-D12082015-T115220-LR445 _PSC.jpg
567,92,37,/specific/hadar1/filesD/P92-Fg037-R-C01-R01-D07052015-T155735-LR445 _PSC.jpg
568,78,3,/specific/hadar1/filesD/P78-Fg003-R-C01-R01-D17072014-T095220-LR445 _PSC.jpg
569,74,7,/specific/hadar1/filesC/P74-Fg007-R-C01-R01-D06082015-T104835-LR445 _PSC.jpg
570,95,35,/specific/hadar1/filesD/P95-Fg035-R-C01-R01-D06072015-T102106-LR445 _PSC.jpg
571,70,18,/specific/hadar1/filesC/P70-Fg018-R-C01-R01-D06092016-T153733-LR445 _PSC.jpg
572,8,10,/specific/hadar1/filesD/P8-Fg010-R-C01-R01-D22062015-T111545-LR445 _PSC.jpg
573,90,86,/specific/hadar1/filesD/P90-Fg086-R-C01-R01-D29042015-T103152-LR445 _PSC.jpg
574,95,117,/specific/hadar1/filesD/P95-Fg117-R-C01-R01-D12072015-T095222-LR445 _PSC.jpg
575,69,27,/specific/hadar1/filesC/P69-Fg027-R-C01-R01-D24122015-T105154-LR445 _PSC.jpg
576,94,73,/specific/hadar1/filesD/P94-Fg073-R-C01-R01-D14062015-T132359-LR445 _PSC.jpg
577,94,54,/specific/hadar1/filesD/P94-Fg054-R-C01-R01-D11062015-T141944-LR445 _PSC.jpg
578,94,91,/specific/hadar1/filesD/P94-Fg091-R-C01-R01-D14062015-T161725-LR445 _PSC.jpg
579,72,10,/specific/hadar1/filesC/P72-Fg010-R-C01-R01-D30082015-T104800-LR445 _PSC.jpg
580,91,27,/specific/hadar1/filesD/P91-Fg027-R-C01-R01-D29032015-T134413-LR445 _PSC.jpg
581,7,111,/specific/hadar1/filesC/P7-Fg111-R-C01-R01-D04042016-T094255-LR445 _PSC.jpg
582,95,101,/specific/hadar1/filesD/P95-Fg101-R-C01-R01-D08072015-T115604-LR445 _PSC.jpg
583,92,20,/specific/hadar1/filesD/P92-Fg020-R-C01-R01-D07052015-T095556-LR445 _PSC.jpg
584,68,52,/specific/hadar1/filesC/P68-Fg052-R-C01-R01-D07102015-T152309-LR445 _PSC.jpg
585,7,58,/specific/hadar1/filesC/P7-Fg058-R-C01-R01-D30032016-T122950-LR445 _PSC.jpg
586,82,48,/specific/hadar1/filesD/P82-Fg048-R-C01-R01-D09102013-T135533-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
587,90,61,/specific/hadar1/filesD/P90-Fg061-R-C01-R01-D28042015-T105014-LR445 _PSC.jpg
588,91,68,/specific/hadar1/filesD/P91-Fg068-R-C01-R01-D31032015-T102353-LR445 _PSC.jpg
589,79,6,/specific/hadar1/filesD/P79-Fg006-R-C01-R01-D23072014-T125459-LR445 _PSC.jpg
590,69,45,/specific/hadar1/filesC/P69-Fg045-R-C02-R01-D27122015-T093806-LR445 _PSC.jpg
591,72,4,/specific/hadar1/filesC/P72-Fg004-R-C01-R01-D30082015-T100216-LR445 _PSC.jpg
592,68,67,/specific/hadar1/filesC/P68-Fg067-R-C01-R01-D08102015-T110631-LR445 _PSC.jpg
593,73,39,/specific/hadar1/filesC/P73-Fg039-R-C01-R01-D20082015-T145254-LR445 _PSC.jpg
594,43,93,/specific/hadar1/filesC/P43-Fg093-R-C01-R01-D07122015-T105444-LR445 _PSC.jpg
595,71,31,/specific/hadar1/filesC/P71-Fg031-R-C01-R01-D09092015-T135211-LR445 _PSC.jpg
596,43,31,/specific/hadar1/filesC/P43-Fg031-R-C01-R01-D01122015-T132215-LR445 _PSC.jpg
597,93,32,/specific/hadar1/filesD/P93-Fg032-R-C01-R01-D27052015-T095938-LR445 _PSC.jpg
598,581,2,/specific/hadar1/filesC/P581-Fg002-R-C01-R01-D06022014-T114706-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
599,91,4,/specific/hadar1/filesD/P91-Fg004-R-C01-R01-D29032015-T100320-LR445 _PSC.jpg
600,94,76,/specific/hadar1/filesD/P94-Fg076-R-C01-R01-D14062015-T135331-LR445 _PSC.jpg
601,95,65,/specific/hadar1/filesD/P95-Fg065-R-C01-R01-D07072015-T111024-LR445 _PSC.jpg
602,92,5,/specific/hadar1/filesD/P92-Fg005-R-C01-R01-D06052015-T141937-LR445 _PSC.jpg
603,95,6,/specific/hadar1/filesD/P95-Fg006-R-C01-R01-D05072015-T102143-LR445 _PSC.jpg
604,96,70,/specific/hadar1/filesD/P96-Fg070-R-C01-R01-D12082015-T131157-LR445 _PSC.jpg
605,93,49,/specific/hadar1/filesD/P93-Fg049-R-C01-R01-D27052015-T140939-LR445 _PSC.jpg
606,72,52,/specific/hadar1/filesC/P72-Fg052-R-C01-R01-D31082015-T114518-LR445 _PSC.jpg
607,69,9,/specific/hadar1/filesC/P69-Fg009-R-C01-R01-D23122015-T141921-LR445 _PSC.jpg
608,68,44,/specific/hadar1/filesC/P68-Fg044-R-C01-R01-D07102015-T140942-LR445 _PSC.jpg
609,92,41,/specific/hadar1/filesD/P92-Fg041-R-C01-R01-D07052015-T163745-LR445 _PSC.jpg
610,615,16,/specific/hadar1/filesC/P615-Fg016-R-C01-R01-D26112013-T135913-LR445 _ColorCalData_IAA_Left_CC110304_110702.jpg
611,7,121,/specific/hadar1/filesC/P7-Fg121-R-C01-R01-D04042016-T114854-LR445 _PSC.jpg
612,95,81,/specific/hadar1/filesD/P95-Fg081-R-C01-R01-D07072015-T141252-LR445 _PSC.jpg
613,82,70,/specific/hadar1/filesD/P82-Fg070-R-C01-R01-D13102013-T134027-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
614,8,64,/specific/hadar1/filesD/P8-Fg064-R-C01-R01-D28062015-T141705-LR445 _PSC.jpg
615,72,26,/specific/hadar1/filesC/P72-Fg026-R-C01-R01-D30082015-T134338-LR445 _PSC.jpg
616,96,47,/specific/hadar1/filesD/P96-Fg047-R-C01-R01-D12082015-T094028-LR445 _PSC.jpg
617,95,61,/specific/hadar1/filesD/P95-Fg061-R-C01-R01-D07072015-T103806-LR445 _PSC.jpg
618,75,32,/specific/hadar1/filesC/P75-Fg032-R-C01-R01-D30072014-T103234-LR445 _PSC.jpg
619,76,6,/specific/hadar1/filesD/P76-Fg006-R-C01-R01-D05082014-T101349-LR445 _PSC.jpg
620,75,19,/specific/hadar1/filesC/P75-Fg019-R-C01-R01-D29072014-T145410-LR445 _PSC.jpg
621,82,89,/specific/hadar1/filesD/P82-Fg089-R-C01-R01-D15102013-T103520-LR445 _ColorCalData_IAA_Left_CC110304_110702.jpg
622,8,42,/specific/hadar1/filesD/P8-Fg042-R-C01-R01-D23062015-T151409-LR445 _PSC.jpg
623,82,57,/specific/hadar1/filesD/P82-Fg057-R-C01-R01-D09102013-T153501-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
624,8,45,/specific/hadar1/filesD/P8-Fg045-R-C01-R01-D23062015-T154010-LR445 _PSC.jpg
625,68,47,/specific/hadar1/filesC/P68-Fg047-R-C01-R01-D07102015-T143550-LR445 _PSC.jpg
626,43,70,/specific/hadar1/filesC/P43-Fg070-R-C01-R01-D06122015-T110359-LR445 _PSC.jpg
627,75,18,/specific/hadar1/filesC/P75-Fg018-R-C01-R01-D29072014-T144718-LR445 _PSC.jpg
628,68,33,/specific/hadar1/filesC/P68-Fg033-R-C01-R01-D07102015-T120102-LR445 _PSC.jpg
629,7,55,/specific/hadar1/filesC/P7-Fg055-R-C01-R01-D30032016-T113806-LR445 _PSC.jpg
630,68,1,/specific/hadar1/filesC/P68-Fg001-R-C01-R01-D06102015-T122615-LR445 _PSC.jpg
631,7,118,/specific/hadar1/filesC/P7-Fg118-R-C01-R01-D04042016-T110548-LR445 _PSC.jpg
632,43,30,/specific/hadar1/filesC/P43-Fg030-R-C01-R01-D01122015-T125410-LR445 _PSC.jpg
633,8,65,/specific/hadar1/filesD/P8-Fg065-R-C01-R01-D28062015-T142501-LR445 _PSC.jpg
634,70,4,/specific/hadar1/filesC/P70-Fg004-R-C01-R01-D06092016-T132421-LR445 _PSC.jpg
635,93,71,/specific/hadar1/filesD/P93-Fg071-R-C01-R01-D28052015-T101719-LR445 _PSC.jpg
636,7,17,/specific/hadar1/filesC/P7-Fg017-R-C01-R01-D29032016-T094051-LR445 _PSC.jpg
637,8,36,/specific/hadar1/filesD/P8-Fg036-R-C01-R01-D23062015-T142034-LR445 _PSC.jpg
638,7,119,/specific/hadar1/filesC/P7-Fg119-R-C01-R01-D04042016-T113204-LR445 _PSC.jpg
639,96,27,/specific/hadar1/filesD/P96-Fg027-R-C01-R01-D11082015-T125934-LR445 _PSC.jpg
640,43,55,/specific/hadar1/filesC/P43-Fg055-R-C01-R01-D03122015-T115658-LR445 _PSC.jpg
641,72,23,/specific/hadar1/filesC/P72-Fg023-R-C01-R01-D30082015-T131926-LR445 _PSC.jpg
642,93,69,/specific/hadar1/filesD/P93-Fg069-R-C01-R01-D28052015-T100111-LR445 _PSC.jpg
643,90,79,/specific/hadar1/filesD/P90-Fg079-R-C01-R01-D28042015-T140925-LR445 _PSC.jpg
644,92,21,/specific/hadar1/filesD/P92-Fg021-R-C01-R01-D07052015-T100532-LR445 _PSC.jpg
645,92,31,/specific/hadar1/filesD/P92-Fg031-R-C01-R01-D07052015-T135539-LR445 _PSC.jpg
646,90,49,/specific/hadar1/filesD/P90-Fg049-R-C01-R01-D27042015-T132527-LR445 _PSC.jpg
647,7,18,/specific/hadar1/filesC/P7-Fg018-R-C01-R01-D29032016-T095017-LR445 _PSC.jpg
648,95,92,/specific/hadar1/filesD/P95-Fg092-R-C01-R01-D08072015-T094503-LR445 _PSC.jpg
649,68,34,/specific/hadar1/filesC/P68-Fg034-R-C01-R01-D07102015-T120810-LR445 _PSC.jpg
650,90,16,/specific/hadar1/filesD/P90-Fg016-R-C01-R01-D26042015-T132528-LR445 _PSC.jpg
651,69,32,/specific/hadar1/filesC/P69-Fg032-R-C01-R01-D24122015-T120405-LR445 _PSC.jpg
652,94,7,/specific/hadar1/filesD/P94-Fg007-R-C01-R01-D10062015-T111948-LR445 _PSC.jpg
653,7,92,/specific/hadar1/filesC/P7-Fg092-R-C01-R01-D03042016-T124837-LR445 _PSC.jpg
654,93,44,/specific/hadar1/filesD/P93-Fg044-R-C01-R01-D27052015-T132320-LR445 _PSC.jpg
655,68,22,/specific/hadar1/filesC/P68-Fg022-R-C01-R01-D07102015-T095720-LR445 _PSC.jpg
656,90,77,/specific/hadar1/filesD/P90-Fg077-R-C01-R01-D28042015-T135150-LR445 _PSC.jpg
657,78,2,/specific/hadar1/filesD/P78-Fg002-R-C01-R01-D17072014-T094438-LR445 _PSC.jpg
658,96,37,/specific/hadar1/filesD/P96-Fg037-R-C01-R01-D11082015-T142141-LR445 _PSC.jpg
659,43,87,/specific/hadar1/filesC/P43-Fg087-R-C01-R01-D06122015-T143126-LR445 _PSC.jpg
660,69,61,/specific/hadar1/filesC/P69-Fg061-R-C02-R01-D27122015-T150939-LR445 _PSC.jpg
661,93,81,/specific/hadar1/filesD/P93-Fg081-R-C01-R01-D28052015-T113606-LR445 _PSC.jpg
662,75,26,/specific/hadar1/filesC/P75-Fg026-R-C01-R01-D30072014-T092239-LR445 _PSC.jpg
663,76,53,/specific/hadar1/filesD/P76-Fg053-R-C01-R01-D06082014-T102759-LR445 _PSC.jpg
664,7,104,/specific/hadar1/filesC/P7-Fg104-R-C01-R01-D03042016-T151720-LR445 _PSC.jpg
665,7,72,/specific/hadar1/filesC/P7-Fg072-R-C01-R01-D30032016-T152537-LR445 _PSC.jpg
666,90,35,/specific/hadar1/filesD/P90-Fg035-R-C01-R01-D27042015-T094926-LR445 _PSC.jpg
667,94,52,/specific/hadar1/filesD/P94-Fg052-R-C01-R01-D11062015-T140025-LR445 _PSC.jpg
668,69,43,/specific/hadar1/filesC/P69-Fg043-R-C01-R01-D24122015-T135959-LR445 _PSC.jpg
669,95,110,/specific/hadar1/filesD/P95-Fg110-R-C01-R01-D08072015-T145358-LR445 _PSC.jpg
670,70,78,/specific/hadar1/filesC/P70-Fg078-R-C01-R01-D11092016-T161509-LR445 _PSC.jpg
671,82,9,/specific/hadar1/filesD/P82-Fg009-R-C01-R01-D07102013-T104510-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
672,95,11,/specific/hadar1/filesD/P95-Fg011-R-C01-R01-D05072015-T121321-LR445 _PSC.jpg
673,615,12,/specific/hadar1/filesC/P615-Fg012-R-C01-R01-D26112013-T121209-LR445 _ColorCalData_IAA_Left_CC110304_110702.jpg
674,78,21,/specific/hadar1/filesD/P78-Fg021-R-C01-R01-D17072014-T141601-LR445 _PSC.jpg
675,91,58,/specific/hadar1/filesD/P91-Fg058-R-C01-R01-D31032015-T090006-LR445 _PSC.jpg
676,70,23,/specific/hadar1/filesC/P70-Fg023-R-C01-R01-D07092016-T100652-LR445 _PSC.jpg
677,79,50,/specific/hadar1/filesD/P79-Fg050-R-C01-R01-D24072014-T123938-LR445 _PSC.jpg
678,7,127,/specific/hadar1/filesC/P7-Fg127-R-C01-R01-D04042016-T132624-LR445 _PSC.jpg
679,43,53,/specific/hadar1/filesC/P43-Fg053-R-C01-R01-D03122015-T114011-LR445 _PSC.jpg
680,69,63,/specific/hadar1/filesC/P69-Fg063-R-C02-R01-D28122015-T094235-LR445 _PSC.jpg
681,90,42,/specific/hadar1/filesD/P90-Fg042-R-C01-R01-D27042015-T104735-LR445 _PSC.jpg
682,43,14,/specific/hadar1/filesC/P43-Fg014-R-C01-R01-D30112015-T144836-LR445 _PSC.jpg
683,95,53,/specific/hadar1/filesD/P95-Fg053-R-C03-R01-D07072015-T092118-LR445 _PSC.jpg
684,91,67,/specific/hadar1/filesD/P91-Fg067-R-C01-R01-D31032015-T101635-LR445 _PSC.jpg
685,90,88,/specific/hadar1/filesD/P90-Fg088-R-C01-R01-D29042015-T104717-LR445 _PSC.jpg
686,90,67,/specific/hadar1/filesD/P90-Fg067-R-C01-R01-D28042015-T115302-LR445 _PSC.jpg
687,43,47,/specific/hadar1/filesC/P43-Fg047-R-C01-R01-D01122015-T171151-LR445 _PSC.jpg
688,43,35,/specific/hadar1/filesC/P43-Fg035-R-C01-R01-D01122015-T135636-LR445 _PSC.jpg
689,90,87,/specific/hadar1/filesD/P90-Fg087-R-C01-R01-D29042015-T103907-LR445 _PSC.jpg
690,70,31,/specific/hadar1/filesC/P70-Fg031-R-C01-R01-D07092016-T143921-LR445 _PSC.jpg
691,72,44,/specific/hadar1/filesC/P72-Fg044-R-C01-R01-D31082015-T103722-LR445 _PSC.jpg
692,69,31,/specific/hadar1/filesC/P69-Fg031-R-C01-R01-D24122015-T115137-LR445 _PSC.jpg
693,96,36,/specific/hadar1/filesD/P96-Fg036-R-C01-R01-D11082015-T141359-LR445 _PSC.jpg
694,94,37,/specific/hadar1/filesD/P94-Fg037-R-C01-R01-D11062015-T111449-LR445 _PSC.jpg
695,69,28,/specific/hadar1/filesC/P69-Fg028-R-C01-R01-D24122015-T110004-LR445 _PSC.jpg
696,68,2,/specific/hadar1/filesC/P68-Fg002-R-C01-R01-D06102015-T123348-LR445 _PSC.jpg
697,75,7,/specific/hadar1/filesC/P75-Fg007-R-C01-R01-D29072014-T132127-LR445 _PSC.jpg
698,79,9,/specific/hadar1/filesD/P79-Fg009-R-C01-R01-D23072014-T132329-LR445 _PSC.jpg
699,69,10,/specific/hadar1/filesC/P69-Fg010-R-C01-R01-D23122015-T142720-LR445 _PSC.jpg
700,7,6,/specific/hadar1/filesC/P7-Fg006-R-C01-R01-D28032016-T133919-LR445 _PSC.jpg
701,7,70,/specific/hadar1/filesC/P7-Fg070-R-C01-R01-D30032016-T150723-LR445 _PSC.jpg
702,75,43,/specific/hadar1/filesC/P75-Fg043-R-C01-R01-D30072014-T115710-LR445 _PSC.jpg
703,8,89,/specific/hadar1/filesD/P8-Fg089-R-C01-R01-D29062015-T133554-LR445 _PSC.jpg
704,73,18,/specific/hadar1/filesC/P73-Fg018-R-C01-R01-D20082015-T120143-LR445 _PSC.jpg
705,90,4,/specific/hadar1/filesD/P90-Fg004-R-C01-R01-D26042015-T110305-LR445 _PSC.jpg
706,94,43,/specific/hadar1/filesD/P94-Fg043-R-C01-R01-D11062015-T123747-LR445 _PSC.jpg
707,71,29,/specific/hadar1/filesC/P71-Fg029-R-C01-R01-D09092015-T122952-LR445 _PSC.jpg
708,8,12,/specific/hadar1/filesD/P8-Fg012-R-C01-R01-D22062015-T121700-LR445 _PSC.jpg
709,82,88,/specific/hadar1/filesD/P82-Fg088-R-C01-R01-D15102013-T102622-LR445 _ColorCalData_IAA_Left_CC110304_110702.jpg
710,90,12,/specific/hadar1/filesD/P90-Fg012-R-C01-R01-D26042015-T125343-LR445 _PSC.jpg
711,82,25,/specific/hadar1/filesD/P82-Fg025-R-C01-R01-D09102013-T091456-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
712,78,8,/specific/hadar1/filesD/P78-Fg008-R-C01-R01-D17072014-T104612-LR445 _PSC.jpg
713,7,16,/specific/hadar1/filesC/P7-Fg016-R-C01-R01-D28032016-T154754-LR445 _PSC.jpg
714,94,70,/specific/hadar1/filesD/P94-Fg070-R-C01-R01-D14062015-T125252-LR445 _PSC.jpg
715,74,19,/specific/hadar1/filesC/P74-Fg019-R-C01-R01-D06082015-T140635-LR445 _PSC.jpg
